"mei_fi_id";"fi_id_cou";"fi_year";"fi_date";"ser_x";"ser_y";"ser_cou_code";"ser_nameshort";"ser_emu_nameshort";"ser_hty_code";"lengthmm";"weightg";"ageyear";"female_proportion";"method_sex";"sex";"sex_source";"fi_lfs_code";"ser_lfs_code";"lfs_code";"lfs_code_source";"sai_samplingstrategy";"sai_samplingobjective";"fi_comment";"sai_comment";"ser_qal_id";"source";"issue";"action"
290635;NA;1997;1997-03-20;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";331;69;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290636;NA;1997;1997-03-20;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";329;54;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290637;NA;1997;1997-03-20;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";405;82;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290638;NA;1997;1997-04-03;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";438;127;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290639;NA;1997;1997-09-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";375;83;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290640;NA;1997;1997-09-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";340;27;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290641;NA;1997;1997-09-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";395;77;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290642;NA;1997;1997-09-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";360;75;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290643;NA;1997;1997-09-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";397;64;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290644;NA;1997;1997-09-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";360;78;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
290645;NA;1997;1997-09-16;-2.093475;48.570303;"FR";"FremY";"FR_Bret";"F";355;65;NA;0;NA;"m";"sex_provided_nomethod";NA;"Y";NA;NA;NA;NA;NA;NA;1;"series";"no_method_but_sex";""
